product_type,product_name,sales_volume,price,sale_time,date,platform,brand,reviews,rating,is_promo
Sản phẩm dưỡng tóc,Multi-tiered static matrix,1353.0,29.28,Tháng 5,2021-11-08,Shopee,Kraft,667,4.5,1
Sản phẩm dưỡng tóc,User-centric coherent definition,3903.0,220.96,Tháng 4,2024-10-06,Shopee,Garnier,30,3.9,0
Sản phẩm dưỡng tóc,Devolved disintermediate solution,4270.0,128.88,Tháng 7,2022-09-23,Lazada,MAC Cosmetics,142,3.7,1
Sản phẩm dưỡng tóc,Digitized mission-critical instruction set,1827.0,306.48,Tháng 3,2023-03-24,Shopee,MAC Cosmetics,676,4.1,0
Sản phẩm dưỡng tóc,Profit-focused static portal,2887.0,161.97,Tháng 10,2024-01-10,Lazada,Kose,880,4.3,0
Sản phẩm dưỡng tóc,Streamlined multi-tasking matrices,3896.0,120.24,Tháng 11,2022-03-02,Shopee,Pond's,155,1.4,1
Sản phẩm dưỡng tóc,Profit-focused real-time function,3850.0,451.84,Tháng 5,2023-09-30,Shopee,Kraft,526,4.7,0
Sản phẩm dưỡng tóc,Object-based holistic instruction set,1568.0,317.39,Tháng 10,2024-09-07,Shopee,Shiseido,923,1.9,0
Sản phẩm dưỡng tóc,Multi-channeled reciprocal framework,3053.0,431.16,Tháng 2,2024-03-14,Lazada,Aveda,880,2.3,0
Sản phẩm dưỡng tóc,Cloned maximized initiative,4063.0,300.9,Tháng 6,2023-01-29,Lazada,O.P.I.,51,3.7,0
Sản phẩm dưỡng tóc,Team-oriented exuding core,4506.0,224.33,Tháng 8,2023-12-03,Shopee,Kiehl's,34,3.6,1
Sản phẩm dưỡng tóc,Multi-lateral well-modulated extranet,4061.0,120.24,Tháng 6,2023-03-03,Shopee,Garnier,216,3.9,1
Sản phẩm dưỡng tóc,Digitized analyzing model,352.0,303.06,Tháng 6,2023-01-24,Shopee,Neutrogena,409,4.3,0
Sản phẩm dưỡng tóc,Re-contextualized explicit artificial intelligence,462.0,214.08,Tháng 12,2022-08-06,Lazada,Freeman,922,4.3,0
Sản phẩm dưỡng tóc,Customizable object-oriented complexity,3993.0,129.67,Tháng 8,2021-12-07,Lazada,Adidas,961,4.3,1
Sản phẩm dưỡng tóc,Customizable discrete system engine,4374.0,390.18,Tháng 4,2024-04-06,Shopee,Head & Shoulders,817,1.0,0
Sản phẩm dưỡng tóc,Re-contextualized optimal matrices,4807.0,302.08,Tháng 6,2022-12-11,Shopee,Kose,576,3.2,0
Sản phẩm dưỡng tóc,Open-architected actuating product,4331.0,212.5,Tháng 1,2023-01-16,Shopee,MAC Cosmetics,324,4.6,1
Sản phẩm dưỡng tóc,Cross-platform neutral archive,929.0,207.26,Tháng 5,2022-08-01,Shopee,Kose,692,3.6,0
Sản phẩm dưỡng tóc,Assimilated bottom-line task-force,780.0,152.14,Tháng 9,2022-01-24,Shopee,SkinCeuticals,829,4.9,0
Sản phẩm dưỡng tóc,Pre-emptive optimizing budgetary management,2151.0,144.48,Tháng 11,2022-01-13,Shopee,Neutrogena,128,2.7,1
Sản phẩm dưỡng tóc,Extended stable website,3887.0,400.15,Tháng 9,2023-12-09,Shopee,Head & Shoulders,782,3.5,0
Sản phẩm dưỡng tóc,Adaptive next generation architecture,2020.0,171.83,Tháng 9,2024-02-26,Lazada,Sunsilk,650,3.5,0
Sản phẩm dưỡng tóc,Fully-configurable web-enabled function,1594.0,266.7,Tháng 2,2022-02-26,Lazada,Jojoba Oil,728,4.7,0
Sản phẩm dưỡng tóc,Multi-lateral incremental service-desk,4910.0,350.14,Tháng 10,2023-10-20,Lazada,Laneige,806,2.5,0
Sản phẩm dưỡng tóc,Implemented transitional time-frame,1693.0,211.52,Tháng 8,2024-07-17,Shopee,Bioré,97,4.7,0
Sản phẩm dưỡng tóc,Robust well-modulated infrastructure,4785.0,153.42,Tháng 5,2022-11-02,Shopee,Too Faced,134,3.7,1
Sản phẩm dưỡng tóc,Vision-oriented eco-centric throughput,1409.0,116.5,Tháng 9,2022-10-13,Shopee,Nestle,463,4.7,1
Sản phẩm dưỡng tóc,Switchable maximized Graphical User Interface,3031.0,364.97,Tháng 1,2022-06-06,Lazada,Colgate,396,2.1,0
Sản phẩm dưỡng tóc,Synergistic disintermediate encryption,1119.0,317.82,Tháng 2,2022-05-18,Lazada,Dove,568,2.6,0
Sản phẩm dưỡng tóc,Public-key web-enabled encoding,4327.0,90.54,Tháng 12,2023-11-27,Shopee,Olay,554,1.1,1
Sản phẩm dưỡng tóc,Ergonomic regional moderator,2901.0,127.52,Tháng 3,2024-06-17,Shopee,Garnier,542,2.9,1
Sản phẩm dưỡng tóc,Customer-focused 24/7 hub,3535.0,16.99,Tháng 9,2023-03-06,Shopee,Head & Shoulders,179,3.1,1
Sản phẩm dưỡng tóc,Organic 4thgeneration collaboration,4875.0,493.37,Tháng 1,2022-12-09,Lazada,Olay,485,4.3,0
Sản phẩm dưỡng tóc,Business-focused discrete capacity,1968.0,471.22,Tháng 6,2023-01-23,Shopee,Nivea Men,199,1.3,0
Sản phẩm dưỡng tóc,Programmable content-based workforce,214.0,24.71,Tháng 7,2024-08-13,Shopee,TRESemmé,980,1.7,1
Sản phẩm dưỡng tóc,De-engineered methodical service-desk,3831.0,445.92,Tháng 5,2023-07-17,Shopee,Bobbi Brown,435,2.2,0
Sản phẩm dưỡng tóc,Profit-focused stable framework,4316.0,271.72,Tháng 8,2022-09-27,Shopee,Olay Regenerist,258,1.9,0
Sản phẩm dưỡng tóc,Managed explicit instruction set,3795.0,203.18,Tháng 9,2024-04-29,Lazada,Adidas,470,1.6,0
Sản phẩm dưỡng tóc,Profit-focused bandwidth-monitored middleware,2929.0,167.16,Tháng 4,2024-09-12,Shopee,L'Oréal Professionnel,823,1.4,0
Sản phẩm dưỡng tóc,Total context-sensitive middleware,4104.0,328.99,Tháng 1,2023-03-28,Shopee,Garnier,422,3.4,0
Sản phẩm dưỡng tóc,Implemented logistical extranet,2543.0,452.91,Tháng 7,2023-10-02,Shopee,Smashbox,514,3.0,0
Sản phẩm dưỡng tóc,Integrated context-sensitive capacity,1434.0,102.53,Tháng 1,2022-04-05,Shopee,Freeman,306,4.7,1
Sản phẩm dưỡng tóc,Managed contextually-based website,3462.0,47.91,Tháng 5,2022-07-30,Shopee,Sally Hansen,109,1.1,1
Sản phẩm dưỡng tóc,Proactive needs-based moderator,683.0,292.32,Tháng 8,2024-02-23,Lazada,Freeman,774,2.5,0
Sản phẩm dưỡng tóc,Down-sized bandwidth-monitored policy,1142.0,259.74,Tháng 10,2021-12-01,Shopee,Dior,835,4.2,0
Sản phẩm dưỡng tóc,Reverse-engineered well-modulated firmware,1458.0,314.61,Tháng 7,2024-03-10,Lazada,Drunk Elephant,303,3.2,0
Sản phẩm dưỡng tóc,Future-proofed 5thgeneration pricing structure,389.0,295.29,Tháng 1,2024-08-09,Lazada,SK-II,273,2.2,0
Sản phẩm dưỡng tóc,Multi-tiered even-keeled ability,18.0,135.29,Tháng 7,2022-06-30,Lazada,Kiehl's,164,4.9,0
Sản phẩm dưỡng tóc,Synergized optimal toolset,695.0,251.52,Tháng 12,2022-03-07,Lazada,MAC Cosmetics,125,3.6,0
Sản phẩm dưỡng tóc,Open-architected 24/7 adapter,4092.0,281.68,Tháng 1,2024-07-04,Shopee,The Inkey List,599,3.8,0
Sản phẩm dưỡng tóc,Diverse national initiative,1709.0,72.1,Tháng 5,2023-03-25,Lazada,L'Oréal Professionnel,471,1.9,1
Sản phẩm dưỡng tóc,Function-based contextually-based attitude,4653.0,67.32,Tháng 10,2021-11-27,Shopee,SK-II,290,1.6,1
Sản phẩm dưỡng tóc,Cloned upward-trending encryption,1783.0,25.12,Tháng 3,2021-12-05,Lazada,SNAILWHITE,826,2.9,1
Sản phẩm dưỡng tóc,Expanded user-facing strategy,2356.0,318.75,Tháng 2,2024-09-11,Shopee,Benton,177,2.2,0
Sản phẩm dưỡng tóc,Secured user-facing hardware,1439.0,288.48,Tháng 9,2023-10-19,Shopee,Tarte Cosmetics,552,1.1,0
Sản phẩm dưỡng tóc,Monitored 24hour framework,2398.0,422.6,Tháng 10,2022-06-25,Shopee,Dove Purely Pampering,469,3.8,0
Sản phẩm dưỡng tóc,Networked secondary task-force,42.0,188.76,Tháng 12,2022-06-15,Lazada,Burt's Bees,504,2.0,0
Sản phẩm dưỡng tóc,Grass-roots cohesive info-mediaries,4081.0,55.5,Tháng 6,2023-01-17,Shopee,Dove Men+Care,891,2.9,1
Sản phẩm dưỡng tóc,Cross-platform dynamic model,3512.0,420.49,Tháng 12,2023-10-21,Shopee,Sally Hansen,172,3.5,0
Sản phẩm dưỡng tóc,Self-enabling 3rdgeneration open architecture,2160.0,148.63,Tháng 2,2023-12-29,Shopee,Clinique for Men,759,2.6,1
Sản phẩm dưỡng tóc,Multi-tiered national database,468.0,457.25,Tháng 3,2022-04-09,Shopee,Estée Lauder,919,4.3,0
Sản phẩm dưỡng tóc,Innovative client-driven help-desk,4040.0,317.63,Tháng 6,2022-07-12,Lazada,Burt's Bees,666,1.2,0
Sản phẩm dưỡng tóc,Fundamental heuristic encryption,4837.0,166.02,Tháng 10,2021-12-20,Shopee,The Body Shop Tea Tree,163,1.9,1
Sản phẩm dưỡng tóc,Visionary fresh-thinking parallelism,574.0,370.47,Tháng 3,2024-04-17,Lazada,Vichy,311,1.6,0
Sản phẩm dưỡng ẩm,Operative modular core,467.0,479.55,Tháng 6,2024-04-24,Shopee,Cosrx,247,4.2,0
Sản phẩm dưỡng ẩm,Phased exuding parallelism,4408.0,381.62,Tháng 4,2024-03-06,Lazada,Revlon,53,3.8,0
Sản phẩm dưỡng ẩm,Balanced coherent success,1803.0,93.0,Tháng 8,2024-03-06,Shopee,Freeman,943,4.9,1
Sản phẩm dưỡng ẩm,Cross-group neutral circuit,2784.0,344.89,Tháng 10,2021-11-25,Shopee,Dior,422,2.7,0
Sản phẩm dưỡng ẩm,Adaptive upward-trending ability,656.0,218.26,Tháng 4,2022-09-07,Shopee,Nestle,227,1.7,0
Sản phẩm dưỡng ẩm,Centralized object-oriented definition,1957.0,150.95,Tháng 11,2023-02-05,Shopee,Althea,232,1.8,1
Sản phẩm dưỡng ẩm,Managed tertiary function,459.0,409.43,Tháng 12,2022-06-03,Lazada,Nivea,359,3.3,0
Sản phẩm dưỡng ẩm,Function-based client-server matrices,873.0,267.93,Tháng 9,2023-01-14,Shopee,Aveda,73,1.1,0
Sản phẩm dưỡng ẩm,Adaptive mission-critical Graphical User Interface,2060.0,233.29,Tháng 3,2023-07-01,Lazada,H&M,488,3.6,0
Sản phẩm dưỡng ẩm,Stand-alone scalable archive,3605.0,306.82,Tháng 6,2023-04-02,Shopee,Head & Shoulders,623,1.9,0
Sản phẩm dưỡng ẩm,Optional solution-oriented alliance,421.0,441.04,Tháng 9,2022-07-01,Lazada,The Ordinary,567,2.1,0
Sản phẩm dưỡng ẩm,Programmable solution-oriented knowledgebase,166.0,363.62,Tháng 4,2022-11-08,Shopee,NARS,998,1.3,0
Sản phẩm dưỡng ẩm,Organized motivating knowledgebase,1948.0,223.01,Tháng 3,2022-02-17,Lazada,Dove,437,5.0,0
Sản phẩm dưỡng ẩm,Virtual asymmetric data-warehouse,2030.0,308.14,Tháng 10,2024-09-22,Shopee,Coty,705,2.9,0
Sản phẩm dưỡng ẩm,Object-based neutral product,1591.0,403.72,Tháng 2,2023-09-04,Shopee,Huda Beauty,819,2.4,0
Sản phẩm dưỡng ẩm,Upgradable actuating Graphical User Interface,1021.0,287.36,Tháng 10,2024-03-23,Shopee,Dr. Jart+,623,2.2,0
Sản phẩm dưỡng ẩm,Robust radical middleware,2167.0,288.77,Tháng 7,2023-01-30,Lazada,The Inkey List,707,2.1,0
Sản phẩm dưỡng ẩm,Visionary motivating help-desk,3913.0,206.72,Tháng 3,2023-01-24,Shopee,L'Oreal Paris,548,4.6,1
Sản phẩm dưỡng ẩm,Devolved dynamic contingency,648.0,49.31,Tháng 4,2023-04-30,Shopee,Yves Saint Laurent,833,4.4,1
Sản phẩm dưỡng ẩm,Versatile dynamic core,1216.0,97.1,Tháng 1,2022-09-16,Lazada,Almay,350,1.2,1
Sản phẩm dưỡng ẩm,Operative dynamic synergy,2395.0,275.94,Tháng 12,2022-06-26,Lazada,Dove Body Wash,717,3.3,0
Sản phẩm dưỡng ẩm,Advanced 5thgeneration leverage,3279.0,152.68,Tháng 10,2023-08-01,Lazada,L'Oreal Elvive,526,4.3,1
Sản phẩm dưỡng ẩm,Automated leadingedge software,3829.0,44.15,Tháng 4,2022-09-18,Lazada,Revlon Colorstay,693,1.4,1
Sản phẩm dưỡng ẩm,Grass-roots dynamic toolset,450.0,64.44,Tháng 4,2024-08-21,Shopee,Eucerin,866,2.6,1
Sản phẩm dưỡng ẩm,Universal cohesive help-desk,704.0,210.52,Tháng 2,2023-10-03,Shopee,Drunk Elephant,267,3.2,0
Sản phẩm dưỡng ẩm,Right-sized foreground analyzer,485.0,148.18,Tháng 6,2021-12-24,Lazada,Head & Shoulders,170,1.2,0
Sản phẩm dưỡng ẩm,Secured bi-directional artificial intelligence,693.0,48.59,Tháng 4,2022-12-22,Lazada,Pond's,79,2.8,1
Sản phẩm dưỡng ẩm,Distributed real-time Internet solution,2144.0,63.41,Tháng 11,2022-05-18,Shopee,TIGI,966,4.0,1
Sản phẩm dưỡng ẩm,Adaptive even-keeled initiative,1406.0,198.67,Tháng 9,2024-10-12,Shopee,Drunk Elephant,195,3.6,0
Sản phẩm dưỡng ẩm,Reduced incremental array,117.0,448.69,Tháng 9,2024-01-09,Lazada,Himalaya,854,3.4,0
Sản phẩm dưỡng ẩm,Self-enabling zero tolerance project,1315.0,279.76,Tháng 2,2024-10-29,Lazada,Bioré,931,4.0,0
Sản phẩm dưỡng ẩm,Business-focused cohesive installation,1665.0,175.89,Tháng 10,2022-03-18,Shopee,Smashbox,12,3.0,0
Sản phẩm dưỡng ẩm,Distributed discrete matrices,2005.0,407.41,Tháng 4,2022-07-20,Shopee,Physiogel,488,3.7,0
Sản phẩm dưỡng ẩm,Triple-buffered systemic adapter,4242.0,444.78,Tháng 1,2023-05-25,Shopee,Garnier,41,1.9,0
Sản phẩm dưỡng ẩm,Up-sized leadingedge access,2423.0,45.91,Tháng 11,2021-12-06,Lazada,Fanta,308,1.1,1
Sản phẩm dưỡng ẩm,Pre-emptive analyzing knowledge user,3531.0,332.78,Tháng 7,2022-04-10,Lazada,Tatcha,481,4.7,0
Sản phẩm dưỡng ẩm,Sharable multimedia knowledge user,4805.0,399.05,Tháng 6,2023-06-28,Shopee,Garnier Fructis,731,2.9,0
Sản phẩm dưỡng ẩm,Monitored foreground interface,579.0,75.63,Tháng 3,2023-01-29,Lazada,Neutrogena,36,5.0,1
Sản phẩm dưỡng ẩm,Vision-oriented incremental parallelism,1963.0,196.95,Tháng 11,2023-01-25,Shopee,CeraVe,167,2.8,0
Sản phẩm dưỡng ẩm,Assimilated optimal time-frame,3035.0,364.21,Tháng 8,2022-12-17,Shopee,Farsali,471,5.0,0
Sản phẩm dưỡng ẩm,Networked mobile adapter,2624.0,435.61,Tháng 4,2021-11-11,Shopee,Kraft,6,5.0,0
Sản phẩm dưỡng ẩm,Triple-buffered high-level website,1462.0,27.87,Tháng 8,2023-07-11,Shopee,Too Faced,25,4.8,1
Sản phẩm dưỡng ẩm,Synchronized object-oriented moderator,981.0,463.45,Tháng 6,2023-09-15,Lazada,Biore,731,1.6,0
Sản phẩm dưỡng ẩm,Object-based maximized process improvement,444.0,345.52,Tháng 7,2023-11-09,Lazada,Zara,18,3.9,0
Sản phẩm dưỡng ẩm,Visionary empowering help-desk,4686.0,494.49,Tháng 10,2024-01-21,Shopee,LG,781,3.9,0
Sản phẩm dưỡng ẩm,Adaptive static definition,3991.0,431.6,Tháng 11,2024-06-26,Shopee,Samsung,763,2.6,0
Sản phẩm dưỡng ẩm,Optimized actuating forecast,2623.0,48.78,Tháng 8,2022-11-25,Shopee,Revlon,89,2.9,1
Sản phẩm dưỡng ẩm,Optimized multi-state infrastructure,831.0,181.92,Tháng 9,2022-04-19,Shopee,Benton,587,2.9,0
Sản phẩm dưỡng ẩm,Customer-focused bi-directional forecast,607.0,210.0,Tháng 7,2023-08-27,Lazada,Yves Saint Laurent,534,1.2,0
Sản phẩm dưỡng ẩm,Decentralized multi-state ability,1379.0,192.5,Tháng 7,2022-10-09,Shopee,L'Occitane,623,2.9,0
Sản phẩm dưỡng ẩm,Organized multi-state matrix,4537.0,225.44,Tháng 3,2023-10-22,Lazada,L'Oreal Paris,675,2.3,1
Sản phẩm dưỡng ẩm,Polarized 6thgeneration analyzer,577.0,120.71,Tháng 3,2022-08-29,Lazada,Burt's Bees,189,3.9,1
Sản phẩm dưỡng ẩm,Phased multimedia info-mediaries,77.0,380.27,Tháng 7,2022-05-22,Lazada,Head & Shoulders,709,1.1,0
Sản phẩm dưỡng ẩm,Inverse mobile installation,1793.0,486.19,Tháng 8,2023-07-24,Shopee,Eucerin,494,3.4,0
Sản phẩm dưỡng ẩm,Intuitive static concept,3326.0,40.45,Tháng 7,2022-01-02,Lazada,Neutrogena,127,1.4,1
Sản phẩm dưỡng ẩm,Phased mission-critical matrix,4948.0,173.45,Tháng 2,2021-11-28,Lazada,Tarte Cosmetics,111,3.1,1
Sản phẩm dưỡng ẩm,Switchable even-keeled model,3760.0,255.55,Tháng 9,2023-11-06,Lazada,Physiogel,913,5.0,0
Sản phẩm dưỡng ẩm,Monitored mission-critical benchmark,2736.0,106.12,Tháng 7,2023-05-27,Lazada,O.P.I.,964,4.6,1
Sản phẩm dưỡng ẩm,Enterprise-wide uniform paradigm,2907.0,454.58,Tháng 5,2022-04-05,Lazada,Nivea Men,796,3.4,0
Sản phẩm dưỡng ẩm,Multi-lateral client-server knowledgebase,4850.0,281.03,Tháng 1,2022-06-06,Lazada,Dr. Jart+,887,1.7,0
Sản phẩm dưỡng ẩm,Implemented exuding website,83.0,159.43,Tháng 4,2023-06-23,Shopee,Wella,479,3.0,0
Sản phẩm dưỡng ẩm,Intuitive bifurcated Local Area Network,208.0,378.71,Tháng 7,2023-09-30,Shopee,Essie,667,4.7,0
Sản phẩm dưỡng ẩm,Integrated intangible throughput,229.0,380.88,Tháng 7,2022-05-31,Shopee,Fanta,23,1.2,0
Sản phẩm dưỡng ẩm,User-friendly zero administration adapter,2526.0,303.81,Tháng 11,2022-02-18,Lazada,Estée Lauder,546,2.9,0
Sản phẩm dưỡng ẩm,Implemented attitude-oriented benchmark,570.0,221.65,Tháng 10,2022-07-23,Lazada,Olay Regenerist,241,2.4,0
Sản phẩm dưỡng ẩm,Open-architected regional moderator,64.0,349.2,Tháng 1,2022-01-17,Shopee,Paula's Choice,777,2.2,0
Sản phẩm dưỡng ẩm,Face-to-face optimal firmware,3921.0,259.38,Tháng 8,2022-03-19,Shopee,Garnier,381,3.6,0
Sản phẩm dưỡng ẩm,Automated zero administration model,1738.0,410.56,Tháng 2,2022-07-09,Lazada,Mason Jar,6,1.2,0
Sản phẩm dưỡng ẩm,Right-sized systemic strategy,2190.0,399.41,Tháng 3,2022-01-04,Lazada,Yves Rocher,763,4.2,0
Sản phẩm dưỡng ẩm,Upgradable incremental paradigm,2060.0,320.1,Tháng 8,2021-12-25,Lazada,Olay Regenerist,596,5.0,0
Sản phẩm dưỡng ẩm,Ergonomic maximized ability,1621.0,93.84,Tháng 4,2023-12-17,Shopee,Clinique,200,2.0,1
Sản phẩm dưỡng ẩm,Distributed next generation application,2064.0,234.98,Tháng 11,2022-01-18,Shopee,Paula's Choice,293,4.8,0
Sản phẩm dưỡng ẩm,Implemented disintermediate artificial intelligence,1066.0,226.2,Tháng 12,2023-01-22,Shopee,O.P.I.,456,2.2,0
Sản phẩm dưỡng ẩm,Persistent 6thgeneration contingency,868.0,466.15,Tháng 4,2022-04-08,Shopee,Aveeno,209,2.4,0
Sản phẩm dưỡng ẩm,Open-architected context-sensitive model,1708.0,85.86,Tháng 1,2023-06-29,Shopee,Avène,996,4.6,1
Sản phẩm dưỡng ẩm,Synchronized holistic firmware,1485.0,291.98,Tháng 9,2024-08-29,Lazada,Dr. Jart+,879,3.5,0
Sản phẩm dưỡng ẩm,Phased methodical encryption,4645.0,376.87,Tháng 8,2023-03-15,Lazada,Too Faced,288,1.9,0
Sản phẩm dưỡng ẩm,Monitored even-keeled orchestration,3394.0,275.5,Tháng 6,2021-12-16,Shopee,Missha,272,1.7,0
Sản phẩm dưỡng ẩm,Inverse tangible functionalities,4826.0,479.83,Tháng 4,2023-02-06,Lazada,O.P.I.,96,2.5,0
Sản phẩm dưỡng ẩm,Fully-configurable bottom-line migration,4297.0,338.04,Tháng 1,2024-07-13,Lazada,Fa,526,2.9,0
Sản phẩm dưỡng ẩm,Streamlined needs-based encryption,2636.0,281.52,Tháng 10,2024-03-27,Lazada,Avène,238,1.3,0
Sản phẩm dưỡng ẩm,Secured human-resource initiative,884.0,45.12,Tháng 3,2022-07-07,Lazada,Sunsilk,693,3.1,1
Sản phẩm dưỡng ẩm,Right-sized client-server knowledge user,4128.0,177.52,Tháng 7,2023-09-22,Lazada,The Ordinary,452,2.5,1
Sản phẩm dưỡng ẩm,Fundamental attitude-oriented analyzer,1293.0,122.01,Tháng 11,2023-02-07,Shopee,Sally Hansen,401,2.3,1
Sản phẩm dưỡng ẩm,Seamless demand-driven protocol,4105.0,118.14,Tháng 5,2022-02-22,Lazada,Dove Men+Care,972,2.9,1
Sản phẩm dưỡng ẩm,Realigned bifurcated ability,1905.0,76.61,Tháng 3,2024-03-26,Lazada,Head & Shoulders,779,3.4,1
Sản phẩm dưỡng ẩm,Intuitive neutral solution,2587.0,420.33,Tháng 4,2024-09-26,Lazada,Pampers,874,2.4,0
Sản phẩm dưỡng ẩm,Optional radical implementation,4270.0,132.04,Tháng 6,2024-07-25,Lazada,Vichy,618,3.6,1
Sản phẩm dưỡng ẩm,Profound modular model,559.0,113.4,Tháng 4,2024-06-25,Lazada,Althea,346,4.4,1
Sản phẩm dưỡng ẩm,Customer-focused needs-based task-force,1497.0,24.29,Tháng 5,2024-08-03,Shopee,Garnier Fructis,255,2.7,1
Sản phẩm dưỡng ẩm,Upgradable global time-frame,1448.0,36.27,Tháng 12,2024-09-02,Lazada,Clinique,299,3.4,1
Sản phẩm dưỡng ẩm,Inverse bandwidth-monitored forecast,4168.0,75.26,Tháng 3,2022-04-11,Shopee,Adidas,13,4.1,1
Sản phẩm dưỡng ẩm,Programmable responsive instruction set,2967.0,405.66,Tháng 3,2024-01-14,Lazada,Nike,584,1.2,0
Sản phẩm dưỡng ẩm,Configurable mobile focus group,1224.0,410.15,Tháng 7,2023-06-19,Lazada,Tatcha,825,4.8,0
Sản phẩm dưỡng ẩm,Organic web-enabled service-desk,3861.0,392.79,Tháng 9,2022-03-29,Lazada,The Ordinary,901,1.1,0
Sản phẩm dưỡng ẩm,Organic heuristic projection,3054.0,441.21,Tháng 3,2023-08-15,Lazada,Benefit Cosmetics,955,4.6,0
Sản phẩm dưỡng ẩm,Cross-platform dedicated approach,4038.0,427.71,Tháng 2,2022-05-10,Lazada,Muji,912,1.0,0
Sản phẩm dưỡng ẩm,Compatible full-range utilization,4408.0,142.53,Tháng 11,2024-04-03,Shopee,Zara,649,4.3,1
Sản phẩm giảm cân,Managed contextually-based info-mediaries,2328.0,404.11,Tháng 3,2024-08-10,Lazada,SNAILWHITE,377,2.5,0
Sản phẩm giảm cân,Devolved dedicated access,309.0,11.83,Tháng 4,2022-11-23,Shopee,Clinique for Men,461,4.4,1
Sản phẩm giảm cân,Distributed human-resource challenge,749.0,203.73,Tháng 2,2023-10-03,Lazada,SNAILWHITE,776,2.4,0
Sản phẩm giảm cân,Versatile value-added leverage,2065.0,253.61,Tháng 8,2023-12-30,Shopee,Simple,265,3.9,0
Sản phẩm giảm cân,Fully-configurable fault-tolerant process improvement,803.0,244.85,Tháng 1,2022-04-26,Lazada,Smashbox,600,4.0,0
Sản phẩm giảm cân,Mandatory even-keeled encoding,1835.0,478.67,Tháng 11,2022-04-18,Shopee,The Inkey List,267,2.9,0
Sản phẩm giảm cân,Enterprise-wide homogeneous ability,4833.0,426.68,Tháng 12,2023-04-29,Lazada,Muji,256,1.6,0
Sản phẩm giảm cân,Fundamental asynchronous focus group,3167.0,96.77,Tháng 6,2022-10-05,Lazada,Wella,481,4.1,1
Sản phẩm giảm cân,Quality-focused incremental adapter,4669.0,403.93,Tháng 9,2023-07-31,Lazada,Revlon,871,2.7,0
Sản phẩm giảm cân,Monitored mission-critical installation,3529.0,382.52,Tháng 9,2023-03-20,Lazada,Shu Uemura,8,2.3,0
Sản phẩm giảm cân,Virtual impactful flexibility,2815.0,169.6,Tháng 1,2022-04-20,Lazada,SkinCeuticals,565,3.8,0
Sản phẩm giảm cân,Triple-buffered maximized budgetary management,1691.0,446.28,Tháng 11,2023-09-27,Shopee,Missha,320,1.4,0
Sản phẩm giảm cân,Configurable client-server interface,4098.0,384.27,Tháng 2,2022-10-09,Lazada,Drunk Elephant,708,2.5,0
Sản phẩm giảm cân,Future-proofed national capability,1023.0,258.43,Tháng 6,2023-11-08,Lazada,Anastasia Beverly Hills,449,4.7,0
Sản phẩm giảm cân,Enterprise-wide interactive throughput,1058.0,16.9,Tháng 7,2024-01-23,Shopee,LANEIGE,776,4.5,1
Sản phẩm giảm cân,Down-sized optimizing leverage,4013.0,86.64,Tháng 11,2023-07-10,Shopee,Himalaya,874,2.6,1
Sản phẩm giảm cân,Exclusive user-facing orchestration,1405.0,479.41,Tháng 6,2022-10-26,Shopee,Smashbox,225,1.5,0
Sản phẩm giảm cân,Inverse fault-tolerant frame,3377.0,334.45,Tháng 11,2023-03-31,Shopee,Clarins,516,4.5,0
Sản phẩm giảm cân,Configurable next generation concept,1089.0,54.2,Tháng 11,2024-08-07,Lazada,Essie,679,3.1,1
Sản phẩm giảm cân,Public-key responsive collaboration,4968.0,22.05,Tháng 8,2024-01-02,Lazada,Apple,797,4.7,1
Sản phẩm giảm cân,Compatible directional intranet,1878.0,486.77,Tháng 11,2022-11-15,Shopee,Hada Labo,821,4.7,0
Sản phẩm giảm cân,Ergonomic local support,895.0,36.1,Tháng 5,2023-09-15,Lazada,Bioré,364,4.2,1
Sản phẩm giảm cân,Reactive grid-enabled migration,4653.0,33.32,Tháng 11,2022-10-06,Shopee,Dove Purely Pampering,867,2.3,1
Sản phẩm giảm cân,Automated 5thgeneration extranet,4637.0,155.96,Tháng 8,2022-04-12,Shopee,SK-II,540,2.4,1
Sản phẩm giảm cân,Cloned systematic migration,3652.0,484.31,Tháng 3,2023-06-29,Shopee,Nivea Men,325,4.5,0
Sản phẩm giảm cân,Polarized responsive parallelism,683.0,283.19,Tháng 3,2024-02-02,Shopee,Garnier,40,4.1,0
Sản phẩm giảm cân,Cross-group fresh-thinking firmware,3871.0,152.71,Tháng 11,2022-04-03,Shopee,Nivea,4,1.1,1
Sản phẩm giảm cân,Team-oriented bi-directional encoding,2849.0,389.82,Tháng 11,2023-03-14,Shopee,SK-II,128,4.9,0
Sản phẩm giảm cân,Decentralized fault-tolerant conglomeration,439.0,341.54,Tháng 7,2023-06-13,Shopee,O.P.I.,898,1.7,0
Sản phẩm giảm cân,Devolved context-sensitive help-desk,2255.0,404.44,Tháng 10,2023-10-15,Shopee,Aveda,65,4.6,0
Sản phẩm giảm cân,Front-line context-sensitive database,1646.0,185.21,Tháng 12,2022-12-23,Lazada,Fenty Beauty,51,3.1,0
Sản phẩm giảm cân,Virtual intermediate Graphical User Interface,3705.0,308.8,Tháng 6,2024-05-19,Shopee,Aveda,773,1.1,0
Sản phẩm giảm cân,Sharable cohesive product,4556.0,137.49,Tháng 12,2023-11-15,Shopee,NARS,595,4.2,1
